Condition	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11
191	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_15.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_189.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_90.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_185.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_05.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_155.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_55.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_122.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_58.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_123.png,-3.00,-3.00,252.27,252.27)
192	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_27.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_169.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_26.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_132.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_84.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_138.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_66.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_118.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_50.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_191.png,-3.00,-3.00,252.27,252.27)
193	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_20.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_107.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_80.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_157.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_99.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_146.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_11.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_198.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_72.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_108.png,-3.00,-3.00,252.27,252.27)
194	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_71.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_145.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_62.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_114.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_35.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_193.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_97.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_129.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_93.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_180.png,-3.00,-3.00,252.27,252.27)
195	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_22.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_181.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_65.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_102.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_42.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_113.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_24.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_163.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_59.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_168.png,-3.00,-3.00,252.27,252.27)
196	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_44.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_143.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_14.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_199.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_74.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_192.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_16.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_109.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_52.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_154.png,-3.00,-3.00,252.27,252.27)
197	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_10.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_106.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_91.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_195.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_53.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_147.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_13.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_148.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_04.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_115.png,-3.00,-3.00,252.27,252.27)
198	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_83.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_153.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_68.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_184.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_17.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_120.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_100.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_124.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_21.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_170.png,-3.00,-3.00,252.27,252.27)
199	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_98.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_126.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_34.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_187.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_63.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_121.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_25.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_172.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_88.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_119.png,-3.00,-3.00,252.27,252.27)
200	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_54.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_111.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_08.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_186.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_94.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_164.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_76.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_171.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_75.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_162.png,-3.00,-3.00,252.27,252.27)
